ScholarshipID,SponsorID,ScholarshipName,ScholarshipLink,ScholarshipContactFName,ScholarshipContactLName,ScholarshipContactEmail,ScholarshipContactTelephone,ScholarshipAward,ScholarshipDescription,ScholarshipOccurence,ScholarshipEligibilityReqs,ScholarshipEligibilityReqsOther,ScholarshipApplListDate,ScholarshipApplStartDate,ScholarshipApplEndDate,Criteria_Gender,Criteria_AgeMinimum,Criteria_AgeMaximum,Criteria_Citizenship,Criteria_YearOfNeed,ScholarshipStatus,Criteria_EducationLevel_NOTUSED,Criteria_EnrollmentStatus,Criteria_SchoolType_NOTUSED,Crtieria_MinimumGPA,Criteria_USMilitaryService,Criteria_FieldOfStudy,Criteria_FAAPilotCertificate,Criteria_FAAPilotRating,Criteria_FAAMechanicCertificate,Notes_Admin
200382,100006,Stone Foundation Scholarship,https://aea.net/educationalfoundation/scholarships.asp,,,info@aea.net,,"$1,000 ",Available to a high school senior or college student who plans to attend or is attending an accredited school in an avionics or aircraft maintenance program.,Annual,1. Must be a high school senior or college student who plans to attend or is attending an accredited school in an avionics or aircraft maintenance program.,1. Write a 300-word essay on the following topic: \What are FAA\'s \NextGen\ technologies and how will they change aircraft maintenance and the skills and the knowledge required of tomorrow\'s technicians?\<br>2. Most recent high school or college official transcripts.,,,4/1/2020,,,,,|913001|913003|913004|913005|913006|913007|913008|913009|,Done,|High School Senior (12th)|High School Graduate (GED)|College Freshman|College Sophomore|College Junior|College Senior|,|914003|914004|914001|914002|,"|High School|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Maintenance School|",0,,|911007|,,,|918001|918002|918003|918004|,
200286,100000,Matthew Aaron Gamm Memorial Scholarship Fund,https://wichitacf.org/scholarships,,,,,,,Annual,,,,,3/13/2020,,,,,,Incomplete,,,,0,,,,,,
200290,100000,Northrup Grumman Scholarship,http://www.nhascholarshipfund.org/about/scholarships/,,,,,,,,,,,,,,,,,,Incomplete,,,,0,,,,,,
200055,100069,AMT Maintenance Scholarships,https://nbaa.org/professional-development/scholarships/amt-maintenance-scholarships/,Molly,Hitch,scholarships@nbaa.org,(202) 783-9353,One of 35 courses donated by 16 education and training providers.,"The NBAA Maintenance Committee is dedicated to promoting technical education and training as a means for business aviation maintenance technicians to enhance their careers. To support this position, NBAA Charities offers current and aspiring maintenance technicians the opportunity to receive AMT Maintenance Scholarships. Military aviation personnel transitioning to business aviation are also eligible for this scholarship.",Annual,1. Current or aspiring business aviation maintenance technicians.<br>2. Military aviation personnel transitioning to business aviation are also eligible for this scholarship.<br>3. Must be a U.S. citizen or nonresident alien.<br>4. Must be enrolled in a Part 147 School.,1. Completed essay.<br>2. Resume.<br>3. One signed letter of recommendation.<br>4. Current students must submit a transcript.<br>5. A&P holders must submit a copy of license.,,,2/28/2020,,,,|912001|,|913001|913004|913005|913006|913007|,Incomplete,,|914001|914002|,|FAA Part 147 Aviation Maintenance School|,0,,|911007|,,,,
200463,100012,CAC Gerry Bruno Scholarship,https://airportscouncil.org/about/scholarships/,,,,,,,,,,,,,,,,,,Incomplete,,,,0,,,,,,
200273,100003,Mike & Gail Donley Spouse Scholarships,,,,,,"Two $2,500 awards",,Annual,,,,12/1/2019,4/30/2020,,,,,,Incomplete,,,,0,,,,,,
200250,100024,Joe Stancil Jr. Flight Training Scholarship,https://www.alaskaairmen.org/scholarships/,,,scholarships@alaskaairmen.org,(800) 464-7030,"$3,000 ","For would-be pilots looking towards aviation as a life goal and not a career, the Alaska Airmen partner with Joe Stancil Jr. to award a $3,000 private pilot scholarship. This scholarship is open to all Alaska residents who are in pursuit of their private pilot license and are planning to fly in Alaska. This includes building hours in the cockpit toward their private pilot license. Proof of ground school participation via letter from instructor or course transcripts and CFI letters of recommendation will be required.",Annual,"1. Interested in getting their Private Pilot Certificate.<br>2. Must be enrolled or plan to enroll in an aviation related program with an accredited college, university, trade school, approved training center (Part 61, Part 141), or in current training with a certified flight instructor or A&P mechanic.<br>3. High school seniors with intentions of attending an accredited aviation related program are also eligible (must provide proof: acceptance letters, letters of reference from school counselors, etc.)<br>4. Must intend to use training to work in Alaska.<br>5. Must maintain a minimum GPA of 3.0 or if not enrolled in an accredited college, university, or trade school, will provide a letter of recommendation from current instructor attesting to commitment of student to applicable training endeavor.<br>6. Must not have any felony convictions.<br>7. Must be a legal U.S. resident and a legal Alaska resident for at least 2 of the last 3 years.<br>8. Knowledge about the Airmen Association, student or other Airmen membership is preferred.","Along with a completed application form, applicants must:<br>1. Write an essay.  <br>2. Proof of residency in Alaska 2 out of past 3 years (PFD check, utility bill, notarized statement, AK driver\''''s license).<br>3. School transcripts for current and most recent previous school year.<br>4. Letter(s) of recommendation from aviation-related individual(s) who know you well.",,,2/1/2020,,,,|912001|,|913002|913003|913004|913005|913006|913007|,Done,|High School Senior (12th)|High School Graduate (or GED)|College Freshman|College Sophomore|College Junior|College Senior|Bachelor\'s Degree|Pursuing Master\'s Degree|Master\'s Degree|,,"|High School|Four-year College or University|Two-year College|Trade, Technical or Vocational School|Flight Training Program|FAA Part 141 School|FAA Part 61 School|Graduate School|",3,,|911004|,|916004|,,,
200419,100001,The Michael T. Hadik Memorial Scholarship,https://www.acone.org/content.aspx?page_id=22&club_id=779885&module_id=284130,Mark,Holzwarth,mark@ecacbed.com,(781) 274-6322,"$1,000 ","For Primary Training- Donated by the Hadik Family. Katherine Kryspin and Steve Hadik started this scholarship in 2001. This scholarship is presented in memory of Michael Hadik. The award commemorates Mike\''''s career in aviation, as a pilot, a flight instructor, and his long time love of New England.",Annual,"1. Must intend to pursue a professional pilot career.<br>2. Be a full time New England resident and a U.S. Citizen.<br>3. Hold a current Airman Certificate (except for initial primary flight training).<br>4. Hold a current Medical Certificate.<br>5. Be at least 16 years of age.<br>6. Take their flight training at a New England facility doing business as a flight school.<br>7. Have accumulated total flight time of 100 hours to be eligible for the scholarships, except 20 hours plus solo for the primary flight training (initial) scholarship.<br>8. Demonstrate a financial need and scholarship for the award.<br>9. Have a current Biennial Flight Review (except for initial primary flight training).<br>10. Use the scholarship funds within one year.","1. Copy of all transcripts (high school, technical, vocational, military, or college) of school records.<br>2. Copy of your birth certificate, passport, or permanent resident card, if applicable.<br>3. Personal letter giving your reasons for selecting a professional aviation career path. Do include descriptions of your aviation related activities, with emphasis on what means the most to you. Discuss how you would use the scholarship to attain your career goals. What future employment do you plan to pursue? Do you have any extracurricular activities, hobbies, and interests? Personal letter should be limited to one page.<br>4. Provide a financial statement showing your expenses. (Form is provided in the application.) <br>5. Two letters of recommendation.<br>6. Copy of the most recent two pages of your personal logbook and medical and airman certificates.",,1/1/2020,3/15/2020,,16,,|912001|,,Done,,,,0,,|911003|,,,,
200451,100038,,,,,,,,,,,,,,,,,,,,Incomplete,,,,0,,,,,,
200452,100023,,,,,,,,,,,,,,,,,,,,Incomplete,,,,0,,,,,,
200260,100051,KAAA Scholarship,https://www.ksagaviation.org/about/kaaa-scholarship/,Brenda,Gross,grossflying@hotmail.com,(620) 285-2071,"$2,500 ","This scholarship is open to a high school graduate with special emphasis to relatives of current/paid KAAA members and may be used for study at any university, junior college, vocational/trade school or for pilot instruction and certification.",Annual,"1. Must be recommended by a current KAAA member.<br>2. Interested in, but not limited to, a career in agriculture, agricultural business, aviation or engineering.<br>3. Must be a high school graduate with special emphasis to relatives or current/paid KAAA members.<br>4. Used for study at any university, junior college, vocational/trade school, or for pilot instruction and certification.","1. Complete and submit the online application form along with high school transcript, data sheet, and references.<br>2. Two reference forms must be submitted to supplement the application form. (The applicant should choose two individuals who have known the applicant for at least three years to write the references - relatives may not be used).<br>3. A data sheet which lists the applicant\''''s work and high school experience should be developed by the applicant and given to the individuals who will be providing references to aid those individuals in writing their letters of recommendation, as well as being included with the application.",,,3/15/2020,,,,,|913002|913003|913004|913005|913006|913007|913008|913009|,Done,|High School Graduate (or GED)|College Freshman|College Sophomore|College Junior|College Senior|Bachelor\'s Degree|Pursuing Master\'s Degree|,,"|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Aviation Maintenance School|Flight Training Program|FAA Part 141 School|FAA Part 61 School|Graduate School|",0,,|911001|,,,,
200283,100006,Marshall Temple Memorial Scholarship,https://aea.net/educationalfoundation/scholarships.asp,,,info@aea.net,,"$1,000 ","Named in memory of Marshall E. Temple, founder of Temple Electronics in Houston, Texas. Temple, a U.S. Navy veteran, started his business in 1973, which has been an AEA member ever since. This scholarship is available to a high school senior or college student who plans to attend or is attending an accredited school in an avionics or aircraft maintenance program.",Annual,1. Must be a high school senior or college student who plans to attend or is attending an accredited school in an avionics or aircraft maintenance program.,1. Write a 300-word essay on the following topic: \What are FAA\'s \NextGen\ technologies and how will they change aircraft maintenance and the skills and the knowledge required of tomorrow\'s technicians?\<br>2. Most recent high school or college official transcripts.,,,4/1/2020,,,,,|913001|913003|913004|913005|913006|913007|913008|913009|,Done,|High School Senior (12th)|High School Graduate (GED)|College Freshman|College Sophomore|College Junior|College Senior|,|914003|914004|914001|914002|,"|High School|Four-year College or University|Two-year College|Trade, Technical or Vocational School|FAA Part 147 Maintenance School|",0,,|911007|,,,|918001|918002|918003|918004|,
